,PEP_ID,YEAR,DAY_BB,DAY_CL,sp,lat,lon,alt
3971,1674,1955,118,279,FASY,52.1,8.93333,160.0
3979,3865,1955,118,274,FASY,49.3167,12.85,400.0
3980,3912,1955,118,265,FASY,49.15,11.6667,520.0
3992,2761,1955,118,268,FASY,49.4667,7.56667,250.0
3994,2831,1955,118,288,FASY,49.35,7.41667,280.0
3999,3023,1955,118,284,FASY,49.0667,8.8,190.0
4001,3065,1955,118,278,FASY,49.4,9.4,230.0
4008,4333,1955,118,279,FASY,50.1,9.65,180.0
4018,3285,1955,119,271,FASY,48.4333,8.2,390.0
4041,4445,1955,119,289,FASY,49.8833,10.0333,260.0
4046,2295,1955,119,283,FASY,50.8667,9.46667,330.0
4047,2296,1955,119,263,FASY,51.0,9.06667,320.0
4053,2390,1955,119,274,FASY,49.9833,7.96667,120.0
4057,2568,1955,119,274,FASY,49.75,6.65,260.0
4065,3053,1955,119,295,FASY,49.1,8.65,140.0
4066,3087,1955,119,285,FASY,49.25,8.73333,140.0
4083,1539,1955,120,284,FASY,51.8333,7.3,65.0
4089,2009,1955,120,291,FASY,50.5167,8.81667,170.0
4096,2166,1955,120,275,FASY,51.2833,9.63333,220.0
4112,2545,1955,120,287,FASY,50.5667,7.61667,230.0
4117,2842,1955,120,255,FASY,48.7167,9.21667,391.0
4118,2867,1955,120,304,FASY,48.9833,9.36667,290.0
4119,2869,1955,120,269,FASY,48.9833,9.58333,290.0
4123,2976,1955,120,266,FASY,49.4833,9.76667,250.0
4128,3088,1955,120,287,FASY,49.3833,8.8,130.0
4139,3827,1955,120,264,FASY,48.75,13.5167,440.0
4140,3884,1955,120,280,FASY,49.1667,11.45,400.0
4143,4168,1955,120,291,FASY,49.0333,10.9667,420.0
4144,4239,1955,120,276,FASY,49.4,11.4,450.0
4145,4256,1955,120,260,FASY,49.45,10.3167,350.0
4146,152,1955,120,293,FASY,54.1,10.8167,10.0
4148,563,1955,120,282,FASY,51.8,10.0333,130.0
4166,202,1955,121,284,FASY,54.1667,10.05,35.0
4173,480,1955,121,283,FASY,51.5333,9.93333,150.0
4175,531,1955,121,274,FASY,51.95,9.73333,200.0
4180,799,1955,121,268,FASY,53.4833,9.15,5.0
4184,1074,1955,121,293,FASY,51.9,9.85,200.0
4188,2217,1955,121,282,FASY,51.0167,9.93333,330.0
4201,2415,1955,121,301,FASY,50.1667,8.06667,380.0
4202,2496,1955,121,271,FASY,49.75,7.3,450.0
4215,2916,1955,121,283,FASY,48.6833,10.1667,490.0
4222,3105,1955,121,271,FASY,48.9667,8.3,120.0
4223,3124,1955,121,254,FASY,49.4667,9.21667,390.0
4225,3127,1955,121,295,FASY,49.4167,9.28333,290.0
4246,1326,1955,121,293,FASY,51.5833,6.25,20.0
4264,2075,1955,121,291,FASY,50.9667,8.5,420.0
4283,3486,1955,121,287,FASY,48.05,10.8833,590.0
4285,3542,1955,121,275,FASY,48.3833,12.1833,460.0
4288,3693,1955,121,282,FASY,48.8333,12.9667,310.0
4298,3945,1955,121,258,FASY,48.9,11.6167,400.0
4300,3991,1955,121,285,FASY,50.2667,10.9667,300.0
4308,4266,1955,121,274,FASY,49.0167,11.1167,560.0
4319,1782,1955,122,299,FASY,51.6667,8.35,75.0
4350,2763,1955,122,284,FASY,49.5,7.76667,250.0
4365,3071,1955,122,269,FASY,49.3667,9.61667,240.0
4366,3076,1955,122,278,FASY,49.4667,9.58333,340.0
4374,3426,1955,122,273,FASY,48.4833,9.41667,460.0
4375,3482,1955,122,271,FASY,47.7333,12.8833,480.0
4382,3723,1955,122,281,FASY,48.85,13.3333,560.0
4390,3959,1955,122,269,FASY,49.5333,11.6833,420.0
4392,3984,1955,122,261,FASY,49.3167,12.75,420.0
4395,4109,1955,122,283,FASY,50.05,11.15,490.0
4397,4223,1955,122,272,FASY,49.0167,11.1833,510.0
4400,4263,1955,122,289,FASY,48.9,10.9333,550.0
4442,199,1955,123,263,FASY,54.1167,10.1667,45.0
4444,307,1955,123,283,FASY,54.15,9.28333,35.0
4445,427,1955,123,288,FASY,52.4,9.45,50.0
4453,1072,1955,123,281,FASY,52.3,10.4333,80.0
4455,1119,1955,123,287,FASY,52.1833,10.7167,150.0
4456,4340,1955,123,288,FASY,49.95,10.2833,220.0
4470,2241,1955,123,287,FASY,51.1333,9.01667,300.0
4487,2953,1955,123,287,FASY,48.8667,8.86667,350.0
4494,1324,1955,123,302,FASY,51.6333,6.18333,20.0
4502,1690,1955,123,288,FASY,52.3,8.91667,50.0
4504,1981,1955,123,275,FASY,49.7833,9.03333,290.0
4505,2023,1955,123,278,FASY,50.6333,9.45,270.0
4509,3264,1955,123,289,FASY,47.8,8.03333,920.0
4516,3579,1955,123,268,FASY,47.95,12.9333,400.0
4524,3983,1955,123,269,FASY,49.6167,12.35,570.0
4527,4055,1955,123,268,FASY,49.95,11.1667,450.0
4529,4132,1955,123,266,FASY,49.7667,11.55,420.0
4534,4241,1955,123,272,FASY,49.2833,10.2667,500.0
4548,2914,1955,124,291,FASY,48.6333,10.0167,620.0
4554,4412,1955,124,279,FASY,50.4,10.35,310.0
4555,4419,1955,124,279,FASY,50.4167,10.3833,340.0
4556,4506,1955,124,283,FASY,48.1667,10.1167,530.0
4576,1469,1955,124,297,FASY,50.5667,6.26667,530.0
4602,3987,1955,124,268,FASY,49.3833,12.7167,520.0
4613,680,1955,125,272,FASY,53.45,9.73333,40.0
4638,2615,1955,125,272,FASY,50.2,6.41667,450.0
4653,3422,1955,125,283,FASY,48.4,9.2,800.0
4654,3452,1955,125,271,FASY,48.0167,9.25,590.0
4658,3659,1955,125,283,FASY,47.8167,12.65,610.0
4674,1713,1955,126,283,FASY,51.5833,9.3,230.0
4678,1876,1955,126,288,FASY,51.4,7.43333,120.0
4687,3346,1955,126,278,FASY,48.2833,8.85,520.0
4692,3520,1955,126,271,FASY,47.6333,13.0,550.0
4695,3630,1955,126,278,FASY,47.8333,10.8,830.0
4696,3656,1955,126,270,FASY,47.7667,12.65,680.0
4704,4172,1955,126,277,FASY,49.3333,10.8,400.0
4710,4495,1955,126,286,FASY,48.4333,10.4167,460.0
4734,1127,1955,126,293,FASY,52.1667,10.55,80.0
4744,3091,1955,126,272,FASY,49.2667,8.75,180.0
4758,2909,1955,127,269,FASY,48.65,9.86667,685.0
4768,3824,1955,127,285,FASY,48.75,13.8167,720.0
4772,3997,1955,127,286,FASY,50.1667,12.1333,540.0
4773,4156,1955,127,274,FASY,50.0167,11.95,600.0
4791,2049,1955,128,289,FASY,50.1167,8.91667,110.0
4800,4584,1955,128,278,FASY,47.5667,10.2167,730.0
4806,2253,1955,128,286,FASY,51.35,8.7,420.0
4808,2552,1955,128,285,FASY,50.1667,7.55,450.0
4832,3798,1955,128,288,FASY,49.0833,12.8833,430.0
4846,4198,1955,128,288,FASY,49.1667,10.3333,450.0
4858,3628,1955,129,279,FASY,47.8,11.0167,980.0
4859,3694,1955,129,280,FASY,48.8833,12.6,330.0
4860,3875,1955,129,276,FASY,49.3833,11.65,480.0
4864,4317,1955,129,272,FASY,50.2833,9.91667,500.0
4865,4386,1955,129,290,FASY,49.7167,10.2167,230.0
4868,4539,1955,129,285,FASY,47.9667,10.15,610.0
4885,1537,1955,129,312,FASY,51.9667,7.3,110.0
4886,1619,1955,129,293,FASY,52.0833,8.51667,150.0
4898,1129,1955,130,293,FASY,53.15,8.2,5.0
4909,3963,1955,130,276,FASY,49.95,12.2833,550.0
4924,2242,1955,130,294,FASY,51.35,8.73333,400.0
4941,4456,1955,130,288,FASY,48.45,10.2667,450.0
4955,2294,1955,132,283,FASY,50.8833,9.35,270.0
4985,638,1955,133,272,FASY,52.9333,9.73333,70.0
5009,1217,1955,135,283,FASY,53.1,8.86667,4.0
5030,188,1955,136,291,FASY,54.3167,10.2167,15.0
5042,4492,1955,137,273,FASY,47.5667,10.7,810.0
5052,3993,1955,138,272,FASY,50.3167,11.9167,500.0
5054,3014,1955,139,264,FASY,49.0833,9.88333,370.0
5056,3378,1955,139,265,FASY,48.2833,9.71667,510.0
5074,2168,1955,144,271,FASY,51.3833,9.51667,170.0
5077,1852,1955,145,283,FASY,51.1,8.5,530.0
5081,4517,1955,145,273,FASY,47.7167,10.2333,900.0
5089,118,1955,148,296,FASY,54.6167,8.96667,10.0
5095,2432,1955,152,278,FASY,50.5167,8.38333,220.0
5106,4054,1955,161,283,FASY,49.9333,11.2833,400.0
5134,3744,1956,112,275,FASY,49.1333,12.7333,480.0
5151,3285,1956,115,273,FASY,48.4333,8.2,390.0
5152,1981,1956,116,279,FASY,49.7833,9.03333,290.0
5153,2038,1956,116,294,FASY,50.0,8.71667,160.0
5162,3105,1956,117,271,FASY,48.9667,8.3,120.0
5174,4641,1956,118,293,FASY,49.4167,6.91667,220.0
5181,2187,1956,119,282,FASY,50.7333,8.7,180.0
5202,3023,1956,120,291,FASY,49.0667,8.8,190.0
5203,3063,1956,120,286,FASY,49.2167,8.51667,110.0
5206,3173,1956,120,294,FASY,48.7667,8.25,180.0
5213,4364,1956,120,284,FASY,50.15,10.4333,290.0
5215,4445,1956,120,288,FASY,49.8833,10.0333,260.0
5216,4632,1956,120,284,FASY,49.1667,7.05,230.0
5234,1974,1956,121,289,FASY,49.7333,9.0,180.0
5247,2842,1956,121,295,FASY,48.7167,9.21667,391.0
5248,2867,1956,121,283,FASY,48.9833,9.36667,290.0
5272,2652,1956,122,278,FASY,49.9833,6.88333,160.0
5285,2009,1956,122,288,FASY,50.5167,8.81667,170.0
5289,3486,1956,122,284,FASY,48.05,10.8833,590.0
5290,3579,1956,122,293,FASY,47.95,12.9333,400.0
5306,1674,1956,123,259,FASY,52.1,8.93333,160.0
5307,1920,1956,123,293,FASY,49.6667,8.65,210.0
5312,2153,1956,123,289,FASY,50.75,9.81667,370.0
5319,2390,1956,123,291,FASY,49.9833,7.96667,120.0
5321,2545,1956,123,286,FASY,50.5667,7.61667,230.0
5328,2916,1956,123,291,FASY,48.6833,10.1667,490.0
5330,3014,1956,123,269,FASY,49.0833,9.88333,370.0
5333,3124,1956,123,266,FASY,49.4667,9.21667,390.0
5339,3482,1956,123,255,FASY,47.7333,12.8833,480.0
5342,3693,1956,123,283,FASY,48.8333,12.9667,310.0
5345,4198,1956,123,293,FASY,49.1667,10.3333,450.0
5351,2568,1956,124,278,FASY,49.75,6.65,260.0
5353,2869,1956,124,288,FASY,48.9833,9.58333,290.0
5380,2166,1956,124,267,FASY,51.2833,9.63333,220.0
5383,4456,1956,124,288,FASY,48.45,10.2667,450.0
5390,3426,1956,124,281,FASY,48.4833,9.41667,460.0
5397,3865,1956,124,265,FASY,49.3167,12.85,400.0
5398,3912,1956,124,263,FASY,49.15,11.6667,520.0
5401,4168,1956,124,268,FASY,49.0333,10.9667,420.0
5404,1326,1956,125,288,FASY,51.5833,6.25,20.0
5408,1539,1956,125,283,FASY,51.8333,7.3,65.0
5422,2210,1956,125,257,FASY,51.0333,9.9,320.0
5427,3986,1956,125,268,FASY,49.4333,12.5833,530.0
5432,4239,1956,125,268,FASY,49.4,11.4,450.0
5433,4266,1956,125,258,FASY,49.0167,11.1167,560.0
5434,2225,1956,125,274,FASY,50.95,9.86667,230.0
5436,2241,1956,125,275,FASY,51.1333,9.01667,300.0
5450,2808,1956,125,292,FASY,49.1167,7.56667,280.0
5453,2953,1956,125,285,FASY,48.8667,8.86667,350.0
5458,3065,1956,125,278,FASY,49.4,9.4,230.0
5459,3087,1956,125,291,FASY,49.25,8.73333,140.0
5464,118,1956,125,296,FASY,54.6167,8.96667,10.0
5472,531,1956,125,271,FASY,51.95,9.73333,200.0
5481,1127,1956,125,267,FASY,52.1667,10.55,80.0
5489,2217,1956,126,288,FASY,51.0167,9.93333,330.0
5498,2295,1956,126,285,FASY,50.8667,9.46667,330.0
5499,2296,1956,126,261,FASY,51.0,9.06667,320.0
5507,2496,1956,126,267,FASY,49.75,7.3,450.0
5521,3071,1956,126,271,FASY,49.3667,9.61667,240.0
5525,3127,1956,126,295,FASY,49.4167,9.28333,290.0
5533,4415,1956,126,263,FASY,50.5333,10.15,440.0
5534,4419,1956,126,287,FASY,50.4167,10.3833,340.0
5539,4495,1956,126,292,FASY,48.4333,10.4167,460.0
5545,3346,1956,126,293,FASY,48.2833,8.85,520.0
5550,3542,1956,126,270,FASY,48.3833,12.1833,460.0
5552,3656,1956,126,299,FASY,47.7667,12.65,680.0
5559,4263,1956,126,288,FASY,48.9,10.9333,550.0
5569,202,1956,126,298,FASY,54.1667,10.05,35.0
5576,563,1956,126,303,FASY,51.8,10.0333,130.0
5579,680,1956,126,269,FASY,53.45,9.73333,40.0
5601,1690,1956,126,274,FASY,52.3,8.91667,50.0
5614,2049,1956,126,277,FASY,50.1167,8.91667,110.0
5616,2075,1956,126,275,FASY,50.9667,8.5,420.0
5629,199,1956,127,259,FASY,54.1167,10.1667,45.0
5634,307,1956,127,288,FASY,54.15,9.28333,35.0
5635,360,1956,127,287,FASY,52.7667,8.75,55.0
5655,1119,1956,127,283,FASY,52.1833,10.7167,150.0
5660,4506,1956,127,293,FASY,48.1667,10.1167,530.0
5676,2615,1956,127,282,FASY,50.2,6.41667,450.0
5687,3088,1956,127,278,FASY,49.3833,8.8,130.0
5734,3827,1956,127,246,FASY,48.75,13.5167,440.0
5738,3959,1956,127,266,FASY,49.5333,11.6833,420.0
5743,4109,1956,127,270,FASY,50.05,11.15,490.0
5750,4241,1956,127,285,FASY,49.2833,10.2667,500.0
5756,2253,1956,128,280,FASY,51.35,8.7,420.0
5760,2294,1956,128,289,FASY,50.8833,9.35,270.0
5763,2415,1956,128,298,FASY,50.1667,8.06667,380.0
5770,2831,1956,128,278,FASY,49.35,7.41667,280.0
5775,3076,1956,128,278,FASY,49.4667,9.58333,340.0
5786,3798,1956,128,281,FASY,49.0833,12.8833,430.0
5790,3987,1956,128,258,FASY,49.3833,12.7167,520.0
5791,3991,1956,128,266,FASY,50.2667,10.9667,300.0
5805,4412,1956,128,272,FASY,50.4,10.35,310.0
5880,1129,1956,128,276,FASY,53.15,8.2,5.0
5883,1324,1956,129,278,FASY,51.6333,6.18333,20.0
5884,1469,1956,129,291,FASY,50.5667,6.26667,530.0
5891,3264,1956,129,279,FASY,47.8,8.03333,920.0
5898,3628,1956,129,288,FASY,47.8,11.0167,980.0
5899,3630,1956,129,270,FASY,47.8333,10.8,830.0
5901,3824,1956,129,294,FASY,48.75,13.8167,720.0
5902,3852,1956,129,288,FASY,49.0333,11.4833,370.0
5931,1072,1956,129,269,FASY,52.3,10.4333,80.0
5936,4584,1956,129,278,FASY,47.5667,10.2167,730.0
5947,2552,1956,130,283,FASY,50.1667,7.55,450.0
5953,2909,1956,130,275,FASY,48.65,9.86667,685.0
5956,3091,1956,130,269,FASY,49.2667,8.75,180.0
5961,4517,1956,130,284,FASY,47.7167,10.2333,900.0
5962,4539,1956,130,281,FASY,47.9667,10.15,610.0
5977,3378,1956,130,265,FASY,48.2833,9.71667,510.0
5985,3659,1956,130,264,FASY,47.8167,12.65,610.0
5989,3875,1956,130,261,FASY,49.3833,11.65,480.0
5990,3884,1956,130,283,FASY,49.1667,11.45,400.0
5995,3997,1956,130,277,FASY,50.1667,12.1333,540.0
6005,4172,1956,130,286,FASY,49.3333,10.8,400.0
6026,1074,1956,130,276,FASY,51.9,9.85,200.0
6036,1782,1956,130,289,FASY,51.6667,8.35,75.0
6038,1852,1956,130,288,FASY,51.1,8.5,530.0
6044,2069,1956,130,278,FASY,50.9833,8.73333,250.0
6060,1876,1956,131,266,FASY,51.4,7.43333,120.0
6070,3452,1956,131,288,FASY,48.0167,9.25,590.0
6083,1203,1956,132,264,FASY,53.3333,8.48333,3.0
6084,1713,1956,132,273,FASY,51.5833,9.3,230.0
6091,3422,1956,132,288,FASY,48.4,9.2,800.0
6100,3983,1956,132,267,FASY,49.6167,12.35,570.0
6104,4132,1956,132,276,FASY,49.7667,11.55,420.0
6105,4156,1956,132,276,FASY,50.0167,11.95,600.0
6112,2914,1956,132,291,FASY,48.6333,10.0167,620.0
6116,4317,1956,132,275,FASY,50.2833,9.91667,500.0
6117,4340,1956,132,283,FASY,49.95,10.2833,220.0
6118,4386,1956,132,269,FASY,49.7167,10.2167,230.0
6121,4494,1956,132,288,FASY,47.5667,10.75,810.0
6131,2024,1956,133,293,FASY,50.4667,9.31667,460.0
6140,638,1956,133,271,FASY,52.9333,9.73333,70.0
6151,427,1956,134,279,FASY,52.4,9.45,50.0
6165,2242,1956,134,292,FASY,51.35,8.73333,400.0
6174,2432,1956,135,277,FASY,50.5167,8.38333,220.0
6187,188,1956,135,286,FASY,54.3167,10.2167,15.0
6201,3945,1956,135,258,FASY,48.9,11.6167,400.0
6202,3993,1956,135,263,FASY,50.3167,11.9167,500.0
6204,4055,1956,135,273,FASY,49.95,11.1667,450.0
6219,2976,1956,136,289,FASY,49.4833,9.76667,250.0
6228,3230,1956,137,293,FASY,47.7,9.2,410.0
6237,3963,1956,138,279,FASY,49.95,12.2833,550.0
6240,4268,1956,138,283,FASY,48.9,11.0,440.0
6248,1217,1956,139,283,FASY,53.1,8.86667,4.0
6280,4054,1956,142,298,FASY,49.9333,11.2833,400.0
6303,1537,1956,148,298,FASY,51.9667,7.3,110.0
6306,4039,1956,148,293,FASY,50.3667,10.8,340.0
6330,3124,1957,87,268,FASY,49.4667,9.21667,390.0
6347,1619,1957,95,262,FASY,52.0833,8.51667,150.0
6354,2217,1957,97,279,FASY,51.0167,9.93333,330.0
6366,2294,1957,100,290,FASY,50.8833,9.35,270.0
6369,3248,1957,100,288,FASY,47.6,7.65,400.0
6370,3290,1957,100,287,FASY,48.8,8.31667,150.0
6382,3143,1957,102,262,FASY,49.3333,8.91667,210.0
6386,1713,1957,102,261,FASY,51.5833,9.3,230.0
6392,1674,1957,104,267,FASY,52.1,8.93333,160.0
6394,2166,1957,104,271,FASY,51.2833,9.63333,220.0
6399,563,1957,104,290,FASY,51.8,10.0333,130.0
6423,3105,1957,106,282,FASY,48.9667,8.3,120.0
6429,2153,1957,107,262,FASY,50.75,9.81667,370.0
6435,1539,1957,108,278,FASY,51.8333,7.3,65.0
6455,4445,1957,108,274,FASY,49.8833,10.0333,260.0
6456,4641,1957,108,275,FASY,49.4167,6.91667,220.0
6461,3285,1957,109,278,FASY,48.4333,8.2,390.0
6485,2225,1957,110,274,FASY,50.95,9.86667,230.0
6494,2761,1957,110,293,FASY,49.4667,7.56667,250.0
6499,3088,1957,110,282,FASY,49.3833,8.8,130.0
6500,3091,1957,110,272,FASY,49.2667,8.75,180.0
6515,2164,1957,110,274,FASY,51.2667,9.38333,270.0
6517,2210,1957,110,276,FASY,51.0333,9.9,320.0
6521,4266,1957,110,291,FASY,49.0167,11.1167,560.0
6530,2187,1957,111,275,FASY,50.7333,8.7,180.0
6536,680,1957,111,253,FASY,53.45,9.73333,40.0
6541,2652,1957,111,257,FASY,49.9833,6.88333,160.0
6552,4239,1957,111,268,FASY,49.4,11.4,450.0
6555,1980,1957,112,286,FASY,49.7167,8.83333,210.0
6556,2038,1957,112,290,FASY,50.0,8.71667,160.0
6560,3579,1957,112,288,FASY,47.95,12.9333,400.0
6612,3065,1957,113,255,FASY,49.4,9.4,230.0
6620,4132,1957,113,262,FASY,49.7667,11.55,420.0
6623,4419,1957,113,291,FASY,50.4167,10.3833,340.0
6626,4632,1957,113,250,FASY,49.1667,7.05,230.0
6641,4539,1957,114,268,FASY,47.9667,10.15,610.0
6644,2295,1957,114,263,FASY,50.8667,9.46667,330.0
6648,2390,1957,114,282,FASY,49.9833,7.96667,120.0
6663,3693,1957,114,281,FASY,48.8333,12.9667,310.0
6680,3426,1957,115,276,FASY,48.4833,9.41667,460.0
6683,3694,1957,115,283,FASY,48.8833,12.6,330.0
6686,3959,1957,115,259,FASY,49.5333,11.6833,420.0
6687,4168,1957,115,281,FASY,49.0333,10.9667,420.0
6692,1324,1957,115,274,FASY,51.6333,6.18333,20.0
6702,2182,1957,115,283,FASY,50.6833,8.6,220.0
6712,2296,1957,115,246,FASY,51.0,9.06667,320.0
6723,2867,1957,115,278,FASY,48.9833,9.36667,290.0
6724,2886,1957,115,286,FASY,49.25,9.95,440.0
6726,3023,1957,115,279,FASY,49.0667,8.8,190.0
6728,3076,1957,115,275,FASY,49.4667,9.58333,340.0
6730,3230,1957,115,273,FASY,47.7,9.2,410.0
6732,427,1957,116,268,FASY,52.4,9.45,50.0
6735,1074,1957,116,278,FASY,51.9,9.85,200.0
6736,1119,1957,116,269,FASY,52.1833,10.7167,150.0
6739,1782,1957,116,285,FASY,51.6667,8.35,75.0
6745,2049,1957,116,282,FASY,50.1167,8.91667,110.0
6761,2568,1957,116,275,FASY,49.75,6.65,260.0
6780,3983,1957,116,263,FASY,49.6167,12.35,570.0
6790,307,1957,117,276,FASY,54.15,9.28333,35.0
6812,1326,1957,117,288,FASY,51.5833,6.25,20.0
6814,1537,1957,117,306,FASY,51.9667,7.3,110.0
6816,1876,1957,117,276,FASY,51.4,7.43333,120.0
6822,2069,1957,117,271,FASY,50.9833,8.73333,250.0
6825,3346,1957,117,285,FASY,48.2833,8.85,520.0
6832,3865,1957,117,270,FASY,49.3167,12.85,400.0
6837,4256,1957,117,257,FASY,49.45,10.3167,350.0
6858,3542,1957,118,270,FASY,48.3833,12.1833,460.0
6866,3991,1957,118,279,FASY,50.2667,10.9667,300.0
6879,2869,1957,118,279,FASY,48.9833,9.58333,290.0
6881,2953,1957,118,286,FASY,48.8667,8.86667,350.0
6885,3127,1957,118,287,FASY,49.4167,9.28333,290.0
6899,531,1957,118,279,FASY,51.95,9.73333,200.0
6900,638,1957,118,275,FASY,52.9333,9.73333,70.0
6920,1127,1957,119,280,FASY,52.1667,10.55,80.0
6945,4054,1957,119,288,FASY,49.9333,11.2833,400.0
6946,4109,1957,119,278,FASY,50.05,11.15,490.0
6951,4412,1957,119,277,FASY,50.4,10.35,310.0
6958,360,1957,120,284,FASY,52.7667,8.75,55.0
6974,2552,1957,120,272,FASY,50.1667,7.55,450.0
6975,2615,1957,120,270,FASY,50.2,6.41667,450.0
6976,2831,1957,120,283,FASY,49.35,7.41667,280.0
6981,4340,1957,120,278,FASY,49.95,10.2833,220.0
6991,3482,1957,120,271,FASY,47.7333,12.8833,480.0
6993,3630,1957,120,253,FASY,47.8333,10.8,830.0
6994,3659,1957,120,276,FASY,47.8167,12.65,610.0
6997,3824,1957,120,285,FASY,48.75,13.8167,720.0
7000,4015,1957,120,273,FASY,49.8667,11.0,290.0
7013,1129,1957,121,268,FASY,53.15,8.2,5.0
7015,1203,1957,121,271,FASY,53.3333,8.48333,3.0
7023,2023,1957,121,274,FASY,50.6333,9.45,270.0
7029,3378,1957,121,283,FASY,48.2833,9.71667,510.0
7034,3798,1957,121,279,FASY,49.0833,12.8833,430.0
7036,3945,1957,121,283,FASY,48.9,11.6167,400.0
7040,4198,1957,121,275,FASY,49.1667,10.3333,450.0
7042,4268,1957,121,274,FASY,48.9,11.0,440.0
7050,4506,1957,121,265,FASY,48.1667,10.1167,530.0
7060,2842,1957,121,287,FASY,48.7167,9.21667,391.0
7061,2893,1957,121,283,FASY,49.1333,10.1833,460.0
7063,3071,1957,121,269,FASY,49.3667,9.61667,240.0
7075,2496,1957,122,274,FASY,49.75,7.3,450.0
7088,4317,1957,122,272,FASY,50.2833,9.91667,500.0
7103,3264,1957,122,272,FASY,47.8,8.03333,920.0
7117,3963,1957,122,275,FASY,49.95,12.2833,550.0
7118,3997,1957,122,281,FASY,50.1667,12.1333,540.0
7119,4223,1957,122,263,FASY,49.0167,11.1833,510.0
7122,199,1957,123,253,FASY,54.1167,10.1667,45.0
7129,977,1957,123,285,FASY,52.3167,8.03333,90.0
7133,3520,1957,123,280,FASY,47.6333,13.0,550.0
7138,4172,1957,123,271,FASY,49.3333,10.8,400.0
7145,1872,1957,123,307,FASY,51.3,7.36667,220.0
7167,3515,1957,124,278,FASY,47.7167,11.4167,620.0
7169,4055,1957,124,258,FASY,49.95,11.1667,450.0
7170,4080,1957,124,270,FASY,50.3667,11.5167,590.0
7173,4156,1957,124,271,FASY,50.0167,11.95,600.0
7182,1469,1957,124,284,FASY,50.5667,6.26667,530.0
7188,2976,1957,124,262,FASY,49.4833,9.76667,250.0
7190,1852,1957,125,277,FASY,51.1,8.5,530.0
7208,2253,1957,125,275,FASY,51.35,8.7,420.0
7226,202,1957,126,267,FASY,54.1667,10.05,35.0
7230,3422,1957,126,285,FASY,48.4,9.2,800.0
7231,3452,1957,126,283,FASY,48.0167,9.25,590.0
7247,2914,1957,126,285,FASY,48.6333,10.0167,620.0
7254,2909,1957,127,267,FASY,48.65,9.86667,685.0
7255,2958,1957,127,283,FASY,48.9667,9.13333,200.0
7266,3911,1957,127,263,FASY,49.1,11.8167,460.0
7275,4240,1957,128,272,FASY,49.3833,10.3333,440.0
7276,4263,1957,128,279,FASY,48.9,10.9333,550.0
7277,4364,1957,128,278,FASY,50.15,10.4333,290.0
7284,3018,1957,128,282,FASY,48.5,10.1167,460.0
7288,152,1957,128,293,FASY,54.1,10.8167,10.0
7296,2075,1957,128,285,FASY,50.9667,8.5,420.0
7310,2415,1957,130,286,FASY,50.1667,8.06667,380.0
7315,2808,1957,130,276,FASY,49.1167,7.56667,280.0
7326,4386,1957,130,291,FASY,49.7167,10.2167,230.0
7327,4456,1957,130,283,FASY,48.45,10.2667,450.0
7328,4517,1957,130,283,FASY,47.7167,10.2333,900.0
7330,4584,1957,130,282,FASY,47.5667,10.2167,730.0
7335,2126,1957,130,258,FASY,50.5,10.0167,560.0
7347,3986,1957,130,277,FASY,49.4333,12.5833,530.0
7348,3987,1957,130,263,FASY,49.3833,12.7167,520.0
7377,3656,1957,132,277,FASY,47.7667,12.65,680.0
7383,3628,1957,133,269,FASY,47.8,11.0167,980.0
7386,2242,1957,133,279,FASY,51.35,8.73333,400.0
7388,188,1957,133,288,FASY,54.3167,10.2167,15.0
7407,4494,1957,135,275,FASY,47.5667,10.75,810.0
7438,118,1957,140,301,FASY,54.6167,8.96667,10.0
7442,2432,1957,140,285,FASY,50.5167,8.38333,220.0
7465,4495,1957,153,284,FASY,48.4333,10.4167,460.0
7470,2168,1957,175,247,FASY,51.3833,9.51667,170.0
7473,3827,1958,95,255,FASY,48.75,13.5167,440.0
7489,1981,1958,112,279,FASY,49.7833,9.03333,290.0
7498,2049,1958,114,287,FASY,50.1167,8.91667,110.0
7536,3100,1958,117,271,FASY,48.95,8.4,130.0
7540,3248,1958,118,308,FASY,47.6,7.65,400.0
7541,3290,1958,118,291,FASY,48.8,8.31667,150.0
7544,3744,1958,118,279,FASY,49.1333,12.7333,480.0
7561,2568,1958,118,289,FASY,49.75,6.65,260.0
7571,3213,1958,118,288,FASY,48.0833,7.63333,220.0
7575,2390,1958,119,283,FASY,49.9833,7.96667,120.0
7580,3049,1958,119,292,FASY,49.5333,8.48333,95.0
7584,3285,1958,119,259,FASY,48.4333,8.2,390.0
7589,1690,1958,119,278,FASY,52.3,8.91667,50.0
7592,2210,1958,119,285,FASY,51.0333,9.9,320.0
7597,1326,1958,120,287,FASY,51.5833,6.25,20.0
7607,2038,1958,120,300,FASY,50.0,8.71667,160.0
7622,3023,1958,120,291,FASY,49.0667,8.8,190.0
7623,3088,1958,120,278,FASY,49.3833,8.8,130.0
7627,3143,1958,120,258,FASY,49.3333,8.91667,210.0
7628,3482,1958,120,253,FASY,47.7333,12.8833,480.0
7655,2958,1958,121,295,FASY,48.9667,9.13333,200.0
7662,3091,1958,121,270,FASY,49.2667,8.75,180.0
7678,4641,1958,121,278,FASY,49.4167,6.91667,220.0
7690,1539,1958,121,284,FASY,51.8333,7.3,65.0
7696,1619,1958,121,274,FASY,52.0833,8.51667,150.0
