Plot,RGR,survived,WD,SLA,DBH,sp
3,0.0870617239707734,1,0.18248994,11.2485639,10.6450479166232,Cochlospermum_vitifolium
3,0.017182227417579,0,0.18248994,11.2485639,28.8018619906701,Cochlospermum_vitifolium
3,0.0152324604944014,1,0.74366273,7.4861881,12.7358676256622,Rehdera_trinervis
3,0.015081393958269,1,0.74366273,7.4861881,16.0188986373092,Rehdera_trinervis
3,0.0141245938018706,0,0.74366273,7.4861881,12.6916225514826,Rehdera_trinervis
3,0.00985202053990974,1,0.74366273,7.4861881,11.1631324031235,Rehdera_trinervis
3,0.00759224068290809,0,0.74366273,7.4861881,13.5028169203287,Rehdera_trinervis
3,0.00824739275478681,1,0.74366273,7.4861881,12.1012225438064,Rehdera_trinervis
3,0.0397637587628958,1,0.18248994,11.2485639,19.3329859700913,Cochlospermum_vitifolium
4,0.00716965474308617,0,0.18248994,11.2485639,16.09,Cochlospermum_vitifolium
4,0.00622634337836958,0,0.18248994,11.2485639,18.3582000134333,Cochlospermum_vitifolium
4,0.0244978778277658,1,0.64470333,9.25563634,15.4473831314857,Lonchocarpus_rugosus
4,0.00109229638468333,1,0.80000511,6.3800396,34.4004817054662,Quercus_oleoides
4,0.0135891578719751,1,0.80000511,6.3800396,25.6013352436482,Quercus_oleoides
4,0.00249668794087787,1,0.80000511,6.3800396,38.1604310097279,Quercus_oleoides
4,0.0188280456497916,1,0.64470333,9.25563634,10.1979070514163,Lonchocarpus_rugosus
4,0.0100806573609589,0,0.18248994,11.2485639,26.5949915667024,Cochlospermum_vitifolium
4,0.00844791681091994,0,0.18248994,11.2485639,19.2176676122288,Cochlospermum_vitifolium
4,0.00445729900145064,0,0.18248994,11.2485639,18.2403746598071,Cochlospermum_vitifolium
4,0.0307808182021034,1,0.74366273,7.4861881,14.5313605915173,Rehdera_trinervis
4,0.0213281926976152,1,0.55061311,10.5184876,21.9854817534424,Cordia_alliodora
4,0.010643416820562,0,0.18248994,11.2485639,18.16016339558,Cochlospermum_vitifolium
4,0.0290717466848349,1,0.74366273,7.4861881,14.4887070667687,Rehdera_trinervis
4,0.00218028806776616,1,0.18248994,11.2485639,17.9508225361303,Cochlospermum_vitifolium
4,0.0283923446988723,1,0.74366273,7.4861881,10.3,Rehdera_trinervis
4,0.0330877198488673,1,0.74366273,7.4861881,10.9967662053999,Rehdera_trinervis
4,0.00560210765342228,0,0.67323866,7.35424053,17.8691267681315,Luehea_speciosa
4,0.00827574827022204,1,0.80000511,6.3800396,47.7,Quercus_oleoides
4,0.00723969190053841,1,0.69223065,7.20018409,16.5232366216914,Ardisia_revoluta
4,0.0483681010833306,1,0.64856918,12.3821425,11.1043577740213,Guettarda_macrosperma
4,0.00981832582663023,0,0.57194001,7.53518778,31.481822603297,Zuelania_guidonia
4,0.00214212268253045,1,0.74366273,7.4861881,11.6,Rehdera_trinervis
4,0.0221197318476807,1,0.74366273,7.4861881,13.7996873442964,Rehdera_trinervis
4,0.000505340675437616,1,0.18248994,11.2485639,12.22,Cochlospermum_vitifolium
4,0.0194731712403922,1,0.77574754,13.7817175,15.2664253747358,Gliricidia_sepium
4,0.0259171249326466,1,0.77574754,13.7817175,12.576825382412,Gliricidia_sepium
4,0.0501546263832786,1,0.74366273,7.4861881,16.4612310250803,Rehdera_trinervis
4,0.00255575317708345,0,0.80318011,6.7699511,33.4399211293013,Dalbergia_retusa
4,0.00727780703136549,1,0.5614008,6.29434163,0.0,Hemiangium_excelsum
4,0.0180303665654122,1,0.74366273,7.4861881,20.8658057175112,Rehdera_trinervis
4,0.0385600381952935,1,0.64470333,9.25563634,17.0438845498289,Lonchocarpus_rugosus
4,0.0117186794918354,0,0.18248994,11.2485639,13.98,Cochlospermum_vitifolium
4,0.0422094232499388,1,0.64470333,9.25563634,10.3725239583116,Lonchocarpus_rugosus
4,0.00224669586658965,1,0.67323866,7.35424053,11.09,Luehea_speciosa
